symbol,MACD_Bullish,RSI_Oversold_Reversal,Volume_Surge,sector,undervalued,ema_bullish,bb_squeeze,rs_vs_proxy,avg_dollar_vol,passes_liquidity,drop_rebound_5%_success_rate,drop_rebound_10%_success_rate,events_10,drop_rebound_15%_success_rate,drop_rebound_20%_success_rate,events_20,drop_rebound_25%_success_rate,drop_rebound_30%_success_rate,events_25,events_30,q_demand_date,q_demand_proximal,q_demand_distal,q_demand_width,q_demand_delta,q_demand_distance,q_demand_distance_pct,q_demand_near,q_supply_date,q_supply_proximal,q_supply_distal,q_supply_width,q_supply_delta,q_supply_distance,q_supply_distance_pct,q_supply_near,score,label
LVS,False,False,False,Unknown,False,True,True,False,1614630.59645,False,54.17,48.15,27,56.25,60.0,5,50.0,100.0,2,2,2024-09-30,49.29,35.66,13.630000000000003,4.719999999999999,4.719999999999999,9.575978900385472,False,2023-06-30,55.61,62.87,7.259999999999998,-1.6000000000000014,1.6000000000000014,2.8771803632440234,True,2,⚠️ WEAK
M,False,False,False,Unknown,False,True,True,True,1682180.2428350002,False,81.36,77.55,49,77.78,74.07,27,73.68,72.73,19,11,2024-09-30,17.9,13.21,4.689999999999998,0.10000000000000142,0.10000000000000142,0.5586592178771029,True,2024-03-31,18.39,20.57,2.1799999999999997,-0.39000000000000057,0.39000000000000057,2.120717781402939,True,3,⚠️ WEAK
MA,False,False,False,Unknown,False,True,False,False,5547839.63112,True,25.93,100.0,3,100.0,0.0,0,0.0,0.0,0,0,2025-06-30,561.18,464.22,96.95999999999992,3.9500000000000455,3.9500000000000455,0.7038739798282272,True,,,,,,,,,1,⚠️ WEAK
MANH,False,False,False,Software,False,True,False,False,337078.74162999995,False,56.1,62.5,24,62.5,71.43,7,50.0,50.0,4,4,2025-06-30,197.47,140.81,56.66,14.090000000000003,14.090000000000003,7.135261052311745,False,2024-03-31,213.35,266.94,53.59,-1.789999999999992,1.789999999999992,0.8389969533630147,True,1,⚠️ WEAK
MAT,False,True,False,Unknown,True,True,False,False,303370.55324,False,52.83,53.12,32,71.43,60.0,5,50.0,100.0,2,2,,,,,,,,,2025-03-31,17.78,22.07,4.289999999999999,-0.8800000000000026,0.8800000000000026,4.949381327334097,False,3,⚠️ WEAK
MAX,False,False,False,Tech,False,True,False,False,49171.757815000004,False,75.0,73.81,42,67.74,72.73,22,77.78,68.75,18,16,2025-06-30,10.95,7.33,3.619999999999999,1.0899999999999999,1.0899999999999999,9.954337899543377,False,2024-06-30,13.17,25.78,12.610000000000001,-1.1300000000000008,1.1300000000000008,8.58010630220198,False,1,⚠️ WEAK
MCK,True,False,False,HealthcareDistributors,False,True,False,False,1738931.4628199998,False,34.48,36.36,11,33.33,0.0,1,0.0,0.0,0,0,2024-09-30,583.09,462.36,120.73000000000002,177.45999999999992,177.45999999999992,30.434409782366345,False,,,,,,,,,2,⚠️ WEAK
MCRI,False,False,False,Unknown,False,True,True,False,22628.906795,False,31.58,31.58,19,75.0,0.0,1,0.0,0.0,0,0,2025-06-30,86.19,69.54,16.64999999999999,18.36,18.36,21.301775147928996,False,,,,,,,,,2,⚠️ WEAK
MD,False,False,False,HealthcareProviders,False,True,True,False,56146.35544,False,71.93,73.68,38,60.0,66.67,15,66.67,50.0,6,2,2024-09-30,11.59,6.62,4.97,4.710000000000001,4.710000000000001,40.63848144952546,False,,,,,,,,,2,⚠️ WEAK
MDT,False,False,False,Unknown,False,True,False,False,3302120.1467549996,True,34.21,18.75,16,100.0,0.0,0,0.0,0.0,0,0,2024-09-30,87.16,72.97,14.189999999999998,7.060000000000002,7.060000000000002,8.100045892611291,False,,,,,,,,,1,⚠️ WEAK
MFIN,False,False,False,Unknown,False,True,False,False,2520.60432,False,68.89,74.07,27,61.11,50.0,10,57.14,50.0,7,2,2025-03-31,9.1068,7.4299,1.6768999999999998,1.3732000000000006,1.3732000000000006,15.078842183862614,False,,,,,,,,,1,⚠️ WEAK
MGEE,False,False,False,Utilities,False,True,True,False,31343.325735,False,38.46,45.45,11,66.67,0.0,0,0.0,0.0,0,0,2024-03-31,76.36,59.82,16.54,6.900000000000006,6.900000000000006,9.03614457831326,False,2024-12-31,89.68,107.08,17.39999999999999,-6.420000000000002,6.420000000000002,7.1587867975022315,False,2,⚠️ WEAK
MHO,False,False,False,Unknown,False,True,False,False,153170.33355,False,67.92,68.97,29,40.0,60.0,5,66.67,0.0,3,0,2023-12-31,137.74,74.79,62.95,7.97999999999999,7.97999999999999,5.793524030782626,False,,,,,,,,,1,⚠️ WEAK
MLI,False,False,False,Unknown,False,True,False,False,328305.67912999995,False,55.0,50.0,14,44.44,0.0,1,0.0,0.0,0,0,2025-06-30,79.27,66.45,12.819999999999993,22.13000000000001,22.13000000000001,27.917244859341505,False,,,,,,,,,1,⚠️ WEAK
MO,False,False,False,ConsumerStaples,False,True,False,False,2814152.9800750003,False,37.04,0.0,2,0.0,0.0,0,0.0,0.0,0,0,2023-12-31,35.92,33.39,2.530000000000001,29.789999999999992,29.789999999999992,82.93429844097993,False,,,,,,,,,1,⚠️ WEAK
MOV,False,False,False,Unknown,True,True,True,False,16360.78525,False,55.93,63.64,33,61.54,54.55,11,40.0,100.0,5,1,2025-06-30,15.74,12.02,3.7200000000000006,3.139999999999999,3.139999999999999,19.949174078780167,False,2023-03-31,23.18,30.05,6.870000000000001,-4.300000000000001,4.300000000000001,18.5504745470233,False,3,⚠️ WEAK
MPAA,False,False,False,Unknown,False,True,False,False,13052.744295,False,85.0,84.0,50,77.5,70.37,27,75.0,69.23,20,13,2023-12-31,9.34,6.54,2.8,7.27,7.27,77.8372591006424,False,,,,,,,,,2,⚠️ WEAK
MS,False,False,False,Unknown,False,True,False,False,3888191.396605,True,56.41,58.82,17,62.5,75.0,4,100.0,0.0,1,0,2025-06-30,139.89,92.93,46.95999999999998,20.220000000000027,20.220000000000027,14.454214025305617,False,,,,,,,,,1,⚠️ WEAK
MSI,False,False,False,Unknown,False,True,False,False,1389085.98675,False,33.33,25.0,4,100.0,0.0,0,0.0,0.0,0,0,2025-06-30,434.24,387.0,47.24000000000001,22.279999999999973,22.279999999999973,5.130803242446567,False,,,,,,,,,1,⚠️ WEAK
MTCH,False,False,False,Communications,False,True,False,False,747296.96968,False,64.91,67.57,37,68.0,50.0,14,50.0,100.0,4,3,2024-06-30,35.7,27.16,8.540000000000003,0.5399999999999991,0.5399999999999991,1.5126050420168042,True,2023-03-31,37.71,53.64,15.93,-1.4699999999999989,1.4699999999999989,3.898170246618931,False,1,⚠️ WEAK
MTG,False,False,False,Unknown,False,True,True,False,315803.37104,False,50.0,63.64,11,0.0,0.0,0,0.0,0.0,0,0,2025-06-30,27.6855,21.71,5.9755,1.0844999999999985,1.0844999999999985,3.917212981524619,False,,,,,,,,,2,⚠️ WEAK
MYE,True,False,False,Unknown,False,True,False,False,17788.706224999998,False,56.6,56.67,30,61.11,54.55,11,28.57,33.33,7,3,2025-06-30,14.37,8.9,5.469999999999999,2.33,2.33,16.214335421016006,False,2024-03-31,18.27,22.28,4.010000000000002,-1.5700000000000003,1.5700000000000003,8.593322386425836,False,2,⚠️ WEAK
NAGE,True,False,False,Tech,False,True,False,False,49804.677075000014,False,75.0,70.0,50,72.22,69.57,23,58.82,81.82,17,11,2022-12-31,1.68,1.16,0.52,8.08,8.08,480.9523809523809,False,,,,,,,,,2,⚠️ WEAK
NATH,False,False,False,Unknown,False,True,False,False,8413.826669999999,False,38.3,39.13,23,20.0,0.0,0,0.0,0.0,0,0,2025-03-31,95.5,74.08,21.42,13.510000000000005,13.510000000000005,14.146596858638748,False,,,,,,,,,1,⚠️ WEAK
NATR,False,False,False,ConsumerStaples,False,True,False,False,7565.83125,False,67.31,61.54,26,61.54,55.56,9,66.67,100.0,3,1,2024-09-30,15.04,10.8,4.239999999999998,0.8500000000000014,0.8500000000000014,5.651595744680861,False,2024-03-31,17.2,21.72,4.52,-1.3099999999999987,1.3099999999999987,7.616279069767434,False,1,⚠️ WEAK
NDSN,False,False,False,Unknown,False,True,False,False,196813.00362,False,41.67,29.41,17,45.45,66.67,3,0.0,0.0,0,0,2025-06-30,213.58,163.83,49.75,13.419999999999987,13.419999999999987,6.283359865155908,False,2024-06-30,227.84,273.75,45.91,-0.8400000000000034,0.8400000000000034,0.3686797752809004,True,1,⚠️ WEAK
NECB,False,False,False,Unknown,False,True,False,False,4576.55264,False,55.26,38.1,21,54.55,50.0,2,0.0,0.0,0,0,2023-12-31,16.8,13.19,3.610000000000001,4.07,4.07,24.226190476190474,False,2024-12-31,23.67,30.69,7.02,-2.8000000000000007,2.8000000000000007,11.82931981411069,False,1,⚠️ WEAK
NEU,False,False,False,Materials,False,True,True,False,161692.17807,False,42.86,28.57,7,50.0,0.0,0,0.0,0.0,0,0,2024-06-30,620.66,483.33,137.32999999999998,209.49,209.49,33.75277929945542,False,,,,,,,,,2,⚠️ WEAK
NFG,True,False,False,Utilities,False,True,False,False,182022.565505,False,29.03,33.33,9,0.0,0.0,0,0.0,0.0,0,0,2023-06-30,53.52,45.57,7.950000000000003,40.199999999999996,40.199999999999996,75.11210762331837,False,,,,,,,,,2,⚠️ WEAK
NFLX,False,False,False,Communications,False,True,False,False,12914892.371405,True,62.5,71.43,21,75.0,100.0,2,0.0,0.0,0,0,2023-12-31,486.88,344.73,142.14999999999998,723.7299999999999,723.7299999999999,148.64648373315805,False,,,,,,,,,1,⚠️ WEAK
NGVT,False,False,False,Materials,False,True,False,False,48461.924835,False,66.67,64.1,39,62.07,62.5,24,69.23,80.0,13,5,2023-12-31,47.36,36.66,10.700000000000003,7.75,7.75,16.36402027027027,False,2023-03-31,70.81,90.81,20.0,-15.700000000000003,15.700000000000003,22.1720096031634,False,1,⚠️ WEAK
NHC,True,False,False,Unknown,False,True,False,False,28527.27588,False,39.53,28.57,21,33.33,50.0,2,0.0,0.0,1,0,2025-06-30,107.01,88.61,18.400000000000006,19.39999999999999,19.39999999999999,18.129146808709457,False,,,,,,,,,2,⚠️ WEAK
NLOP,True,False,False,REITETF,False,True,True,False,15360.88967,False,59.26,66.67,9,60.0,0.0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,3,⚠️ WEAK
NNI,False,False,False,Unknown,False,True,True,False,28303.230164999997,False,25.0,20.0,10,25.0,0.0,0,0.0,0.0,0,0,2025-06-30,120.84,97.69,23.150000000000006,5.299999999999997,5.299999999999997,4.385964912280699,False,,,,,,,,,2,⚠️ WEAK
NRC,False,False,False,HealthcareProviders,True,True,False,False,7900.776304999999,False,56.9,61.11,36,50.0,57.14,14,62.5,33.33,8,3,,,,,,,,,2023-03-31,34.46,44.02,9.560000000000002,-21.16,21.16,61.404526987811956,False,2,⚠️ WEAK
NVGS,False,False,False,Unknown,False,True,True,False,18740.445075000003,False,53.33,63.16,19,60.0,50.0,2,0.0,100.0,1,1,2025-06-30,14.11,10.48,3.629999999999999,1.9100000000000001,1.9100000000000001,13.536498936924168,False,,,,,,,,,2,⚠️ WEAK
NXST,False,False,False,Unknown,False,True,False,False,213803.19166,False,57.41,58.06,31,73.33,60.0,5,50.0,0.0,2,0,2025-06-30,175.34,138.93,36.41,22.460000000000008,22.460000000000008,12.809398882171784,False,,,,,,,,,1,⚠️ WEAK
OC,False,False,False,Unknown,False,True,False,False,702635.839345,False,63.64,60.87,23,55.56,60.0,5,50.0,0.0,2,0,2025-06-30,142.06,122.79,19.269999999999996,1.0600000000000023,1.0600000000000023,0.7461635928480939,True,2024-12-31,168.0,211.6,43.599999999999994,-24.879999999999995,24.879999999999995,14.809523809523807,False,1,⚠️ WEAK
ODP,True,False,False,Unknown,True,True,False,True,191496.499105,False,61.11,63.64,44,64.52,64.0,25,63.16,75.0,19,16,2025-06-30,18.13,11.845,6.284999999999998,9.850000000000001,9.850000000000001,54.32984004412577,False,2023-03-31,44.98,53.59,8.610000000000007,-16.999999999999996,16.999999999999996,37.7945753668297,False,4,⚠️ WEAK
OFG,True,False,False,Unknown,False,True,True,False,23910.611705,False,52.08,52.63,19,71.43,50.0,2,0.0,0.0,0,0,2025-06-30,42.8,32.92,9.879999999999995,1.8800000000000026,1.8800000000000026,4.392523364485988,False,,,,,,,,,3,⚠️ WEAK
OIS,True,False,False,Unknown,False,True,False,False,16369.261630000003,False,84.13,75.51,49,75.68,72.22,18,72.73,57.14,11,7,2025-06-30,5.36,3.075,2.285,0.8399999999999999,0.8399999999999999,15.671641791044772,False,2023-03-31,7.48,10.47,2.99,-1.2800000000000002,1.2800000000000002,17.112299465240643,False,2,⚠️ WEAK
OOMA,False,False,False,Unknown,False,True,True,False,12980.387700000001,False,60.0,60.47,43,62.96,54.55,11,50.0,0.0,4,1,2024-06-30,9.93,6.5,3.4299999999999997,2.5500000000000007,2.5500000000000007,25.67975830815711,False,2023-06-30,12.49,15.66,3.17,-0.009999999999999787,0.009999999999999787,0.08006405124099109,True,2,⚠️ WEAK
OPCH,False,False,False,Unknown,True,True,False,False,341607.47525,False,51.92,60.0,30,75.0,60.0,5,66.67,50.0,3,2,,,,,,,,,2022-12-31,30.09,35.87,5.779999999999998,-2.789999999999999,2.789999999999999,9.272183449651045,False,2,⚠️ WEAK
ORGO,False,False,True,Unknown,False,True,False,False,13896.927285000002,False,86.89,87.04,54,80.49,83.78,37,76.92,73.68,26,19,2023-12-31,4.09,1.96,2.13,0.009999999999999787,0.009999999999999787,0.24449877750610727,True,,,,,,,,,3,⚠️ WEAK
OSBC,False,False,False,Unknown,False,True,False,False,21277.08797,False,58.7,53.85,26,41.67,71.43,7,0.0,0.0,1,0,2022-12-31,15.44,12.39,3.049999999999999,2.17,2.17,14.05440414507772,False,,,,,,,,,1,⚠️ WEAK
OVLY,True,False,False,Unknown,False,True,False,False,2264.086675,False,63.04,62.5,24,81.82,0.0,0,0.0,0.0,0,0,2024-03-31,28.98,22.22,6.760000000000002,0.3000000000000007,0.3000000000000007,1.0351966873706029,True,,,,,,,,,2,⚠️ WEAK
OVV,True,False,False,Energy,False,True,False,False,706013.7980150001,False,71.19,64.1,39,77.27,80.0,10,75.0,100.0,4,2,2025-06-30,42.27,29.37,12.900000000000002,0.8999999999999986,0.8999999999999986,2.129169623846696,True,2022-12-31,44.66,54.42,9.760000000000005,-1.4899999999999949,1.4899999999999949,3.336318853560222,False,2,⚠️ WEAK
PAG,False,True,False,Unknown,False,True,False,False,109965.46543000001,False,53.33,70.0,20,75.0,0.0,0,0.0,0.0,0,0,2025-06-30,170.57,132.05,38.51999999999998,1.170000000000016,1.170000000000016,0.6859353930937538,True,,,,,,,,,2,⚠️ WEAK
PAHC,False,False,False,Unknown,False,True,True,False,70507.08727,False,66.04,70.0,30,70.0,71.43,7,75.0,100.0,4,2,2025-06-30,25.46,16.03,9.43,13.350000000000001,13.350000000000001,52.43519245875884,False,,,,,,,,,2,⚠️ WEAK
PAYO,False,False,False,Unknown,False,True,False,False,123246.58532,False,67.27,64.29,42,65.22,73.33,15,55.56,57.14,9,7,2023-06-30,6.27,4.02,2.25,0.0600000000000005,0.0600000000000005,0.9569377990430702,True,2024-12-31,7.57,11.29,3.719999999999999,-1.2400000000000002,1.2400000000000002,16.380449141347427,False,1,⚠️ WEAK
PBH,True,False,False,Unknown,False,True,False,False,181322.858635,False,36.36,28.57,21,0.0,0.0,1,0.0,0.0,0,0,2023-06-30,62.49,52.9,9.590000000000003,0.4799999999999969,0.4799999999999969,0.7681228996639412,True,2025-03-31,78.83,90.04,11.210000000000008,-15.86,15.86,20.11924394266142,False,2,⚠️ WEAK
PBYI,False,False,False,Biotech,False,True,False,False,17728.60482,False,79.03,75.93,54,69.23,60.71,28,72.73,60.0,22,15,2023-12-31,4.33,2.13,2.2,0.5099999999999998,0.5099999999999998,11.778290993071588,False,,,,,,,,,2,⚠️ WEAK
PCG,False,False,False,Utilities,True,True,False,False,2873112.999775,False,41.03,63.64,11,42.86,50.0,6,66.67,0.0,3,0,,,,,,,,,2023-12-31,15.94,18.2,2.26,-0.9699999999999989,0.9699999999999989,6.085319949811787,False,2,⚠️ WEAK
PEBK,False,False,False,Unknown,False,True,True,False,586.73916,False,52.17,62.07,29,45.45,60.0,5,50.0,50.0,4,4,2024-12-31,30.42,22.97,7.450000000000003,0.759999999999998,0.759999999999998,2.498356344510184,True,,,,,,,,,2,⚠️ WEAK
PEGA,False,False,False,Unknown,False,True,False,False,344799.03831999993,False,71.7,67.74,31,60.0,28.57,7,25.0,33.33,4,3,2025-06-30,54.1,29.82,24.28,4.559999999999995,4.559999999999995,8.428835489833633,False,,,,,,,,,1,⚠️ WEAK
PHM,False,False,False,Unknown,False,True,False,False,1236251.4319,False,53.66,55.56,18,66.67,66.67,3,0.0,0.0,0,0,2025-06-30,105.29,87.74,17.55000000000001,25.86,25.86,24.560737012061924,False,,,,,,,,,1,⚠️ WEAK
PLUS,False,False,False,Unknown,False,True,False,False,52749.64521999999,False,52.94,59.26,27,53.33,42.86,7,0.0,0.0,1,0,2023-06-30,56.11,41.57,14.54,15.519999999999996,15.519999999999996,27.659953662448757,False,2024-12-31,73.62,106.61,32.989999999999995,-1.990000000000009,1.990000000000009,2.7030698179842556,True,1,⚠️ WEAK
PLXS,True,False,False,Unknown,False,True,False,False,72508.045805,False,57.78,52.0,25,44.44,66.67,3,0.0,0.0,1,0,2025-06-30,135.31,103.43,31.879999999999995,7.960000000000008,7.960000000000008,5.882787672751466,False,,,,,,,,,2,⚠️ WEAK
PRDO,True,False,False,Unknown,False,True,False,False,66754.508305,False,43.75,33.33,21,28.57,0.0,0,0.0,0.0,0,0,2024-03-31,17.0569,15.5603,1.496599999999999,19.9431,19.9431,116.92101143818631,False,,,,,,,,,2,⚠️ WEAK
PRLB,False,False,False,Unknown,False,True,True,False,31605.0358,False,65.52,58.97,39,65.22,66.67,12,80.0,80.0,5,5,2025-06-30,40.04,29.58,10.46,10.36,10.36,25.874125874125873,False,,,,,,,,,2,⚠️ WEAK
PRVA,True,False,False,Unknown,False,True,True,False,87055.11666500001,False,75.86,75.0,44,78.26,88.89,9,100.0,100.0,3,2,2024-06-30,19.63,15.92,3.709999999999999,4.330000000000002,4.330000000000002,22.05807437595518,False,2023-06-30,26.11,30.15,4.039999999999999,-2.1499999999999986,2.1499999999999986,8.234392952891607,False,3,⚠️ WEAK
PTCT,False,False,False,Biotech,False,True,True,False,390280.03149,False,78.33,78.38,37,73.08,77.78,18,75.0,72.73,12,11,2025-06-30,50.78,35.95,14.829999999999998,8.21,8.21,16.167782591571488,False,,,,,,,,,2,⚠️ WEAK
QLYS,True,False,False,CybersecurityETF,False,True,True,False,129267.10441,False,50.0,48.39,31,52.63,71.43,7,0.0,0.0,0,0,2023-03-31,130.02,101.1,28.920000000000016,6.639999999999986,6.639999999999986,5.1069066297492585,False,2023-12-31,152.4,206.35,53.94999999999999,-15.740000000000009,15.740000000000009,10.328083989501318,False,3,⚠️ WEAK
RAMP,True,False,False,Unknown,False,True,False,False,75717.61026,False,67.27,55.56,36,45.0,58.33,12,83.33,100.0,6,2,2022-12-31,23.44,15.37,8.070000000000002,4.709999999999997,4.709999999999997,20.09385665529009,False,2024-03-31,34.5,42.66,8.159999999999997,-6.350000000000001,6.350000000000001,18.405797101449277,False,2,⚠️ WEAK
RBCAA,False,False,False,Unknown,False,True,False,False,3607.01209,False,57.14,63.64,22,75.0,0.0,0,0.0,0.0,0,0,2025-06-30,72.68,56.09,16.590000000000003,1.1499999999999915,1.1499999999999915,1.5822784810126462,True,,,,,,,,,1,⚠️ WEAK
RBKB,False,True,False,Unknown,False,True,False,False,339.361135,False,45.24,40.0,15,33.33,33.33,3,0.0,100.0,1,1,2025-06-30,11.73,9.31,2.42,0.10999999999999943,0.10999999999999943,0.9377664109121862,True,,,,,,,,,2,⚠️ WEAK
RGP,False,False,False,Unknown,True,True,True,False,9213.966895000001,False,50.82,57.5,40,59.26,53.33,15,100.0,100.0,4,1,,,,,,,,,2025-03-31,6.36,9.53,3.169999999999999,-1.2800000000000002,1.2800000000000002,20.125786163522015,False,3,⚠️ WEAK
RIGL,False,False,False,Unknown,False,True,False,False,150738.026305,False,81.54,80.77,52,80.85,75.0,36,69.23,75.0,26,16,2024-09-30,16.18,7.48,8.7,12.45,12.45,76.94684796044498,False,,,,,,,,,2,⚠️ WEAK
RRBI,False,False,False,Banks,False,True,False,False,4110.912995,False,46.0,39.29,28,42.86,0.0,0,0.0,0.0,0,0,2025-06-30,58.56,46.11,12.450000000000003,7.459999999999994,7.459999999999994,12.739071038251353,False,,,,,,,,,1,⚠️ WEAK
RS,False,True,False,Unknown,False,True,False,False,291067.38710999995,False,38.46,29.41,17,12.5,0.0,0,0.0,0.0,0,0,2024-12-31,283.39,253.8,29.589999999999975,0.5500000000000114,0.5500000000000114,0.19407883129256903,True,,,,,,,,,2,⚠️ WEAK
RSI,False,False,False,Unknown,False,True,True,False,170451.897265,False,80.36,72.22,36,76.19,60.0,15,70.0,62.5,10,8,2025-03-31,13.85,9.54,4.3100000000000005,7.869999999999999,7.869999999999999,56.82310469314079,False,,,,,,,,,2,⚠️ WEAK
RSVR,False,False,False,Unknown,False,True,True,False,2789.807965,False,64.15,58.62,29,50.0,50.0,4,0.0,0.0,0,0,2025-06-30,7.67,6.56,1.1100000000000003,0.20000000000000018,0.20000000000000018,2.60756192959583,True,2024-06-30,7.9,9.21,1.3100000000000005,-0.03000000000000025,0.03000000000000025,0.3797468354430411,True,2,⚠️ WEAK
SAMG,False,False,False,Unknown,False,True,True,False,2188.1602599999997,False,59.62,48.0,25,45.45,25.0,4,0.0,0.0,0,0,2024-06-30,14.66,12.94,1.7200000000000006,1.08,1.08,7.366984993178718,False,2024-12-31,16.12,18.48,2.3599999999999994,-0.3800000000000008,0.3800000000000008,2.357320099255588,True,2,⚠️ WEAK
SBC,False,True,False,Unknown,True,True,False,False,2162.683105,False,76.92,78.38,37,80.77,78.26,23,85.71,82.35,21,17,,,,,,,,,2023-03-31,10.27,10.88,0.6100000000000012,-6.0,6.0,58.422590068159685,False,3,⚠️ WEAK
SCSC,False,False,False,Unknown,False,True,True,False,47933.838025,False,61.11,59.38,32,50.0,50.0,4,33.33,50.0,3,2,2025-06-30,41.81,28.75,13.060000000000002,2.3900000000000006,2.3900000000000006,5.716335804831381,False,2024-12-31,47.45,53.9,6.449999999999996,-3.25,3.25,6.8493150684931505,False,2,⚠️ WEAK
SEMR,True,False,False,Unknown,True,True,False,False,43716.03831,False,73.77,71.7,53,65.0,65.0,20,66.67,60.0,12,5,,,,,,,,,2022-12-31,8.14,12.74,4.6,-0.7300000000000004,0.7300000000000004,8.968058968058973,False,4,⚠️ WEAK
SFD,False,False,False,ConsumerStaples,False,True,False,False,290050.495995,False,60.0,100.0,4,0.0,0.0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,1,⚠️ WEAK
SFST,False,False,False,Unknown,False,True,True,False,2476.18329,False,55.32,47.06,34,42.11,60.0,10,71.43,50.0,7,2,2025-06-30,38.03,29.14,8.89,7.089999999999996,7.089999999999996,18.643176439652894,False,,,,,,,,,2,⚠️ WEAK
SGC,False,False,False,Unknown,False,True,False,False,2627.083595,False,65.38,53.12,32,57.14,57.14,14,58.33,77.78,12,9,2025-06-30,10.68,8.88,1.799999999999999,0.030000000000001137,0.030000000000001137,0.28089887640450506,True,2024-06-30,15.56,20.67,5.110000000000001,-4.85,4.85,31.16966580976863,False,1,⚠️ WEAK
SIGA,False,False,False,Unknown,False,True,True,False,27991.832779999997,False,73.77,70.0,50,74.36,69.23,26,85.71,57.14,14,7,2024-03-31,7.75,3.59,4.16,1.4100000000000001,1.4100000000000001,18.193548387096776,False,,,,,,,,,2,⚠️ WEAK
SIGI,True,False,False,Unknown,True,True,False,False,139590.28280500002,False,38.0,40.0,20,66.67,0.0,0,0.0,0.0,0,0,,,,,,,,,2024-12-31,91.44,102.14,10.700000000000003,-11.599999999999994,11.599999999999994,12.685914260717404,False,3,⚠️ WEAK
SMP,False,False,False,Unknown,False,True,True,False,20458.260985,False,44.19,33.33,27,33.33,28.57,7,33.33,100.0,3,1,2023-12-31,37.38,28.07,9.310000000000002,3.739999999999995,3.739999999999995,10.005350454788644,False,,,,,,,,,2,⚠️ WEAK
SNA,True,False,False,Unknown,False,True,False,False,292317.14647499996,False,42.11,28.57,7,0.0,0.0,0,0.0,0.0,0,0,2025-06-30,330.43,286.03,44.400000000000034,11.480000000000018,11.480000000000018,3.474260811669648,False,,,,,,,,,2,⚠️ WEAK
SPFI,False,False,False,Unknown,False,True,False,False,6286.79244,False,53.19,42.86,21,50.0,0.0,3,0.0,0.0,1,0,2025-06-30,35.89,29.75,6.140000000000001,3.3500000000000014,3.3500000000000014,9.334076344385627,False,,,,,,,,,1,⚠️ WEAK
SPOK,False,False,False,Communications,False,True,False,False,8966.710445,False,60.47,66.67,18,75.0,100.0,3,0.0,0.0,0,0,2025-06-30,17.38,13.06,4.3199999999999985,0.05000000000000071,0.05000000000000071,0.28768699654776014,True,,,,,,,,,1,⚠️ WEAK
SPOT,False,False,False,Unknown,False,True,False,False,3614520.9678350003,True,74.42,89.47,19,90.0,100.0,9,100.0,0.0,3,0,2022-12-31,87.5,69.28,18.22,629.03,629.03,718.8914285714286,False,,,,,,,,,1,⚠️ WEAK
SPT,True,False,False,Unknown,True,True,False,False,81717.19638000001,False,71.88,66.67,57,63.64,67.86,28,66.67,69.23,18,13,,,,,,,,,2023-03-31,57.88,74.07,16.18999999999999,-43.84,43.84,75.74291637871458,False,3,⚠️ WEAK
SSNC,False,False,False,Unknown,False,True,False,False,395003.860485,False,37.93,33.33,12,40.0,0.0,0,0.0,0.0,0,0,2025-06-30,82.86,69.17,13.689999999999998,5.010000000000005,5.010000000000005,6.046343229543815,False,,,,,,,,,1,⚠️ WEAK
STRT,False,False,False,Unknown,False,True,True,False,15277.569010000001,False,61.4,71.74,46,73.08,80.0,15,60.0,75.0,5,4,2025-06-30,62.21,31.57,30.64,4.68,4.68,7.522906285163157,False,,,,,,,,,2,⚠️ WEAK
STT,True,False,False,Unknown,False,True,True,False,767278.588535,False,46.15,47.06,17,33.33,50.0,4,0.0,0.0,0,0,2025-06-30,105.58,72.29,33.28999999999999,10.129999999999995,10.129999999999995,9.59462019321841,False,,,,,,,,,3,⚠️ WEAK
SUPN,False,False,False,Unknown,False,True,False,False,142241.31867,False,64.58,47.83,23,37.5,33.33,6,0.0,100.0,1,1,2022-12-31,35.67,30.0,5.670000000000002,11.36,11.36,31.847490888701984,False,,,,,,,,,1,⚠️ WEAK
SWX,False,False,True,Utilities,False,True,True,False,134482.476125,False,53.33,52.94,17,100.0,0.0,0,0.0,0.0,0,0,2025-06-30,73.81,63.6,10.21,4.319999999999993,4.319999999999993,5.852865465384085,False,,,,,,,,,3,⚠️ WEAK
SXC,True,False,False,Materials,False,True,False,False,35544.651375,False,49.02,57.14,28,55.56,42.86,7,33.33,0.0,3,1,2023-06-30,8.05,6.03,2.0200000000000005,0.14999999999999858,0.14999999999999858,1.8633540372670632,True,2024-12-31,8.23,12.3,4.07,-0.030000000000001137,0.030000000000001137,0.36452004860268694,True,2,⚠️ WEAK
SYF,False,False,False,Unknown,False,True,True,False,1009024.6773500001,False,62.79,64.0,25,53.85,62.5,8,33.33,100.0,3,1,2025-06-30,66.45,40.14,26.310000000000002,8.090000000000003,8.090000000000003,12.174567343867574,False,,,,,,,,,2,⚠️ WEAK
SYY,False,False,False,ConsumerStaples,False,True,True,False,1122361.404335,False,21.05,25.0,12,0.0,0.0,0,0.0,0.0,0,0,2024-09-30,75.96,67.11,8.849999999999994,5.980000000000004,5.980000000000004,7.872564507635603,False,,,,,,,,,2,⚠️ WEAK
